,nr,file,pid,mom,eta_bin,eta,phi,aero_thetac_hist_entries,aero_thetac_fit_mean,aero_thetac_fit_sigma,aero_thetac_res_hist_entries,aero_thetac_res_fit_mean,aero_thetac_res_fit_sigma,gas_thetac_hist_entries,gas_thetac_fit_mean,gas_thetac_fit_sigma,gas_thetac_res_hist_entries,gas_thetac_res_fit_mean,gas_thetac_res_fit_sigma,SPEaero_thetac_hist_entries,SPEaero_thetac_hist_mean,SPEaero_thetac_fit_mean,SPEaero_thetac_fit_sigma,SPEaero_thetac_res_hist_entries,SPEaero_thetac_res_hist_mean,SPEaero_thetac_res_fit_mean,SPEaero_thetac_res_fit_sigma,SPEgas_thetac_hist_entries,SPEgas_thetac_hist_mean,SPEgas_thetac_fit_mean,SPEgas_thetac_fit_sigma,SPEgas_thetac_res_hist_entries,SPEgas_thetac_res_hist_mean,SPEgas_thetac_res_fit_mean,SPEgas_thetac_res_fit_sigma
14,14,ana_211_35_15_3.root,211,35,15,3,3,199,224.1394479381247,0.5320406989826273,199,-1.436994941,0.5290299967543887,199,38.78303177540697,0.2547523634436642,199,-1.436994941,0.5290299967543887,2175,224.13144827586208,223.90846105083224,1.7515831527931767,2175,-1.43794636,-1.665612279,1.734118574518906,2868,38.79965132496513,38.861347539307474,0.7603298909748298,2168,-1.416789668,-1.665550903,1.733935407958268
13,13,ana_211_35_15_4.root,211,35,15,3,4,199,224.12834862208118,0.5996276445404612,199,-1.460395005,0.5987379408923463,199,38.824488613844515,0.33259037234826216,199,-1.460395005,0.5987379408923463,1953,224.10071684587814,223.90311873341005,1.7865915505130012,1953,-1.46854412,-1.663511793,1.7888438555811361,2506,38.84253790901836,38.87773458631969,0.6811990338827669,1952,-1.465505464,-1.664410267,1.784255805402924
20,20,ana_211_35_15_5.root,211,35,15,3,5,200,224.1691059451373,0.4741285259077629,200,-1.414938135,0.48431808949560623,198,38.77659378456991,0.2698918953114433,200,-1.414938135,0.48431808949560623,2207,224.15573176257365,223.96293820446178,1.7035245577879428,2207,-1.415647183,-1.610464492,1.7002321366051796,2603,38.79250864387245,38.82408893624217,0.8986494802389675,2206,-1.412994862,-1.610546838,1.6996898745501354
18,18,ana_211_35_15_6.root,211,35,15,3,6,201,224.16561320218784,0.5463755329848472,201,-1.393620547,0.5396590213783686,200,38.814155184439635,0.3236516548794528,201,-1.393620547,0.5396590213783686,2284,224.19991243432577,223.98365561957408,1.7723448502281847,2284,-1.373146527,-1.603231151,1.694657983820698,2946,38.80699253224712,38.82785384044715,0.7409620726995186,2281,-1.365219933,-1.603205725,1.6945797705227152
17,17,ana_211_35_15_7.root,211,35,15,3,7,200,224.01014141221256,0.5944822967138372,200,-1.557351027,0.5887930003881697,197,38.78807673961029,0.2765263821105257,200,-1.557351027,0.5887930009519422,2270,224.0171806167401,223.76677609938952,1.7048458646191498,2270,-1.552540382,-1.786487329,1.766207131082524,2866,38.788066992323806,38.81813298142405,0.7341585574386263,2259,-1.519758005,-1.786455764,1.7660697547523398
21,21,ana_211_35_20_0.root,211,35,20,3.5,0,198,224.1889499450107,0.5535609827167566,198,-1.384253772,0.5667414382063608,199,38.851770217179684,0.41090743329427015,198,-1.384253772,0.5667414382063608,1863,224.18684916800856,223.99485137664897,1.8985187610625265,1863,-1.386115584,-1.619054142,1.6664020562207416,2238,38.86899016979446,38.84685664714151,0.5237773369423775,1863,-1.386115584,-1.619073717,1.6664559186578018
16,16,ana_211_35_20_1.root,211,35,20,3.5,1,199,224.12407995330156,0.6038843082772755,199,-1.449357499,0.6125473664743117,197,38.93957161518316,0.3704801384498004,199,-1.449357498,0.6125473664068638,1911,224.17064364207224,224.00990069408599,1.875477697155475,1911,-1.402511774,-1.562138356,1.8727699724456055,2482,38.90991136,38.79357238391434,0.5384316851926675,1910,-1.398883072,-1.563100986,1.8665316978594928
12,12,ana_211_35_20_2.root,211,35,20,3.5,2,198,224.13203514991346,0.720707013,198,-1.436752625,0.7169933793110469,198,38.94077514728183,0.373976298,198,-1.436752625,0.7169933793199293,1841,224.21787072243347,223.95599114945662,1.9252297048562617,1841,-1.35234474,-1.635072441,1.8429114787403984,2658,38.90075244544771,38.82577052545997,0.5933144818721827,1836,-1.342193174,-1.635079916,1.8429298667270426
11,11,ana_211_35_20_3.root,211,35,20,3.5,3,198,224.2130737907244,0.5746928882732973,198,-1.353369,0.5863550085057442,197,38.96622255261451,0.32079685204073927,198,-1.353369,0.5863550085057442,1919,224.30312662845233,224.09116505977863,1.9302822220050084,1919,-1.269862776,-1.477667816,1.9326565132912747,2584,38.96710526,38.819965955792426,0.5712307030531066,1916,-1.258733473,-1.477761005,1.933024533539652
9,9,ana_211_35_20_4.root,211,35,20,3.5,4,196,224.0686963748747,0.6157647408711339,196,-1.499460106,0.5948139773107489,196,38.86673574841894,0.4374683905070328,196,-1.499460106,0.594813977,1920,224.04510416666665,223.84683826210315,1.8291525216565667,1920,-1.527777778,-1.754952438,1.6932401652633193,2225,38.78764045,38.86022365939088,0.5698282032683761,1917,-1.517683881,-1.75493676,1.6932248517145914
7,7,ana_211_35_20_5.root,211,35,20,3.5,5,195,224.0897556004138,0.6474649264205815,195,-1.496726237,0.6430489933507719,194,39.016405079114634,0.34369987237354754,194,-1.496726558,0.6430495950781309,1861,224.17243417517466,223.99237347718608,1.8556383823683056,1861,-1.395557944,-1.571993195,1.8548175250648173,2478,39.01630347054076,38.834306888642445,0.5625105301647553,1859,-1.387089833,-1.574793788,1.8377029349763703
6,6,ana_211_35_20_6.root,211,35,20,3.5,6,199,224.14871038089473,0.6527429257337355,199,-1.42063708,0.6618861009184606,199,38.98497489658765,0.34360656943762025,199,-1.42063708,0.661886101,1820,224.16846153846157,223.90635417421964,1.8567000284842257,1820,-1.40021978,-1.659983613,1.8569685145493178,2801,38.96083541592289,38.77538322108342,0.5457870957356317,1820,-1.40021978,-1.660201863,1.856968514549506
10,10,ana_211_35_20_7.root,211,35,20,3.5,7,195,224.13009037787143,0.5475926304313132,195,-1.432473428,0.5451845233888958,195,38.96502780520621,0.35148974617252227,195,-1.432473429,0.5451845236398315,1882,224.1539851222104,223.93029823101796,1.802270841692132,1882,-1.416932341,-1.637799261,1.803471151656034,2494,38.95557337610265,38.79690559351338,0.5533067169941692,1882,-1.416932341,-1.637920739,1.803471151656034
138,138,ana_211_45_5_0.root,211,45,5,2,0,200,224.12897690356144,0.4858841479126623,200,-1.45044834,0.48232383829648773,197,39.03390661,0.4265558783976427,200,-1.45044834,0.48232383849081895,2733,224.2392608854739,223.97180608512727,1.8639763167800127,2733,-1.345554336,-1.606523746,1.9268244412358744,2700,39.03644444444444,38.95141302,1.6674799797803228,2726,-1.329762778,-1.606445949,1.9265400314633034
140,140,ana_211_45_5_1.root,211,45,5,2,1,200,224.0392136684394,0.5394372110104758,200,-1.550515401,0.5445060879207813,198,39.020592825259165,0.5559444014193515,200,-1.550515401,0.5445060879207813,2693,224.1043817304122,223.90705833374818,1.880670496976763,2693,-1.482039856,-1.679776133,1.8828193782408926,3102,39.02166344294003,38.883100194170474,2.516507122557739,2684,-1.460506706,-1.679686376,1.8825056033678245
144,144,ana_211_45_5_2.root,211,45,5,2,2,202,224.10826605826895,0.5476430830556416,202,-1.472785912,0.5507410472450739,199,39.15544022235856,0.5704169628344972,202,-1.472785912,0.5507410472450739,2796,224.22961373390558,223.96663045635327,1.9088122710829514,2796,-1.356413925,-1.622242154,1.8789211502079486,3332,39.21950780312125,39.10164507170082,2.8562786235316544,2782,-1.33036185,-1.621840911,1.8779929358232907
137,137,ana_211_45_5_3.root,211,45,5,2,3,203,224.09406236509565,0.42909249945303213,203,-1.478535905,0.43600643098021047,201,39.051348083900166,0.5625432120559816,203,-1.478535905,0.43600643081654306,2733,224.1196853,223.9222097058983,1.8637228085178106,2733,-1.463422369,-1.660401643,1.8711017005821822,3134,39.07894065092533,39.01896238827091,2.5832697107733007,2719,-1.430746598,-1.660176502,1.8701185487694294
133,133,ana_211_45_5_4.root,211,45,5,2,4,200,224.18594703948688,0.4721578231832589,200,-1.400621956,0.4817674284581666,198,39.06796324537964,0.38861870808392446,200,-1.400621956,0.4817674284581666,2769,224.2505237,223.98193098914422,1.778082696556769,2769,-1.333212953,-1.608013109,1.723569612301465,2731,39.01958989,38.94287173300815,1.499569610006891,2767,-1.328490543,-1.608018838,1.7235869220648727
132,132,ana_211_45_5_5.root,211,45,5,2,5,199,224.0004908592599,0.44007321031858865,199,-1.592540765,0.44177923030835337,197,39.02130336,0.5467405285720571,199,-1.592540766,0.4417792303161418,2633,224.16190657045198,223.81613559823253,1.8012711748672812,2633,-1.42162299,-1.77381365,1.7515262770535396,3210,39.139626168224304,38.99070823555517,2.681806330589262,2627,-1.407460982,-1.773727194,1.7512776171594076
136,136,ana_211_45_5_6.root,211,45,5,2,6,200,224.08431400003965,0.4783162935062785,200,-1.494242694,0.47472735987207904,198,39.209167075053536,0.6731799357611524,200,-1.494242694,0.47472735987207904,2894,224.2174153420871,223.95957381594394,1.8661731414882663,2894,-1.367749367,-1.646983673,1.7191555192166952,3305,39.28983358547656,39.170654464858146,2.9271236272740606,2881,-1.341362953,-1.6466929,1.7184055587416256
135,135,ana_211_45_5_7.root,211,45,5,2,7,202,223.9996586251013,0.4874292852370162,202,-1.586867118,0.4676155662024195,200,38.95833755193976,0.67339595,202,-1.586867118,0.4676155662024195,2693,224.07734868176757,223.81699863564467,1.8064884846612208,2693,-1.509865082,-1.763677387,1.8603342288414075,3233,38.93649860810393,38.83693690761369,2.650931623336031,2687,-1.497010296,-1.763586171,1.8599736360819088
162,162,ana_211_45_10_0.root,211,45,10,2.5,0,201,224.06171755174523,0.4840821732668127,201,-1.525172683,0.5000955009354147,200,38.85316227330129,0.21832056267405545,201,-1.525172683,0.5000955009354147,2473,224.01306105944198,223.81600563682173,1.7316715560736766,2473,-1.571667341,-1.7669559,1.7332334989365954,2738,38.83418553688824,38.85940206284364,0.7809795555610664,2463,-1.542319664,-1.771754342,1.7072605459858023
161,161,ana_211_45_10_1.root,211,45,10,2.5,1,200,224.01963439491936,0.5659377641104965,200,-1.559870346,0.5546812339125169,198,38.87975128539455,0.27663898708897616,200,-1.559870346,0.5546812341420486,2234,224.10071620411819,223.82692762969944,1.6879747434436456,2234,-1.485586392,-1.752842067,1.731080932140077,2882,38.890631505898675,38.88418921437033,0.6814823809217168,2234,-1.485586392,-1.752890881,1.7312349487760357
163,163,ana_211_45_10_2.root,211,45,10,2.5,2,201,224.0543019,0.5967344777741982,201,-1.543413955,0.5740067522636214,201,39.01489118495316,0.2517693997155995,201,-1.543413955,0.5740067522636214,1740,224.08448275862068,223.9491242034057,1.7750237659018997,1740,-1.499310345,-1.633854788,1.7867130921211316,3087,38.975542597991584,38.876432555013615,0.6442390513651473,1735,-1.481306436,-1.635152498,1.7757085302546214
164,164,ana_211_45_10_3.root,211,45,10,2.5,3,199,224.15539936196194,0.5109559888135524,199,-1.433278735,0.5192177570246509,199,38.86181182151026,0.2597248650630486,199,-1.433278735,0.5192177570246509,2149,224.1380642159144,223.9287872304001,1.7167239607306608,2149,-1.446285094,-1.654503758,1.716576806670333,2837,38.85220303137117,38.859844039926365,0.5845658689858215,2146,-1.43684374,-1.657995929,1.6990836542929169
160,160,ana_211_45_10_4.root,211,45,10,2.5,4,199,224.0869494288468,0.4799745913482454,199,-1.500900693,0.4691923839065925,199,38.83915416582351,0.2670480580395027,199,-1.500900693,0.4691923838847833,2475,224.09426262626263,223.91744086061658,1.6007824512656206,2475,-1.48813468,-1.66893502,1.6016435721639435,2825,38.83932743362831,38.872754749884415,0.7582256558434621,2475,-1.48813468,-1.668946436,1.6016435721639435
156,156,ana_211_45_10_5.root,211,45,10,2.5,5,205,224.04573207296966,0.49042732466732364,205,-1.537674616,0.48214019183558354,205,38.87334931485801,0.2613673280712047,205,-1.537674616,0.48214019183558354,2278,224.00000000000003,223.79054232858252,1.7000201581534695,2278,-1.584723442,-1.808562371,1.6424752108409832,2774,38.81744772891132,38.858757184153916,0.7139488940512732,2255,-1.517073171,-1.808462039,1.6420960164441054
155,155,ana_211_45_10_6.root,211,45,10,2.5,6,203,224.0869049060935,0.5317138348222784,203,-1.500960925,0.5415575190751774,202,39.01370967830793,0.27399041187258166,203,-1.500960925,0.5415575190751774,1928,224.1036307053942,223.89410321252248,1.8175550567417667,1928,-1.484578147,-1.691993997,1.8200335139073758,3007,38.99358164283339,38.87667435628335,0.6711833371235262,1913,-1.441749434,-1.69189993,1.8193423673631266
154,154,ana_211_45_10_7.root,211,45,10,2.5,7,200,224.08476099141154,0.5760505949815005,200,-1.485861533,0.5810633953585151,200,38.85672092619236,0.2674189084869926,200,-1.485861533,0.5810633953585151,2206,224.12592928377154,223.92602155506407,1.7361266951133432,2206,-1.459111514,-1.664533634,1.7226279205339758,2833,38.85863042710907,38.85630909010171,0.5955009439936009,2200,-1.439333333,-1.664560937,1.722695846416067
151,151,ana_211_45_15_0.root,211,45,15,3,0,200,224.13755509920804,0.5674092392502792,200,-1.43724056,0.5676863287534142,198,38.82151095337811,0.3336416826125501,200,-1.43724056,0.5676863295074058,2025,224.2031111111111,224.0107458078733,1.882884846347243,2025,-1.381300412,-1.572568616,1.899781369006712,2542,38.79858379228954,38.87191039097945,0.6727016059368597,2021,-1.375193798,-1.572665887,1.9001742985885504
159,159,ana_211_45_15_1.root,211,45,15,3,1,202,224.1973849837189,0.5804261455141969,202,-1.38634759,0.5849398669970153,201,38.853353298449754,0.28946147214182494,202,-1.38634759,0.5849398669970153,2255,224.19339246119733,223.9986169727071,1.8114652774192819,2255,-1.390716925,-1.584272733,1.811861646131418,2726,38.824137931034485,38.90806409527731,0.7696404182660841,2251,-1.378557678,-1.588146909,1.7901381987125506
158,158,ana_211_45_15_2.root,211,45,15,3,2,200,224.0759065021744,0.44276344162740944,200,-1.509227752,0.45463713134532074,199,38.856718780307276,0.30956610107039706,200,-1.509227752,0.4546371310661268,2291,224.17315582714974,223.9107970681358,1.8026891253477744,2291,-1.411581551,-1.674346845,1.797299664870403,2945,38.84458404074703,38.89632356156319,0.7830250768608008,2288,-1.402272727,-1.674415187,1.7974819036076992
157,157,ana_211_45_15_3.root,211,45,15,3,3,201,224.09259800227017,0.4919975382303224,201,-1.499978784,0.49963688138255236,199,38.893003293184925,0.2660236017734126,201,-1.499978784,0.49963688138255236,2254,224.1251109139308,223.8620007565861,1.7456667602037357,2254,-1.458799172,-1.719762697,1.7607292672179873,2902,38.85630599586492,38.93015777655746,0.7692510448286343,2252,-1.452989935,-1.719774438,1.7608377102117683
153,153,ana_211_45_15_4.root,211,45,15,3,4,203,224.1869103595026,0.5688077829591852,203,-1.395142246,0.5584147888259743,203,38.86554052246039,0.31429509876464334,203,-1.395142246,0.5584147888978997,2010,224.1132338308458,223.95801532976952,1.8461777093200666,2010,-1.473034826,-1.622828371,1.8801238142120174,2714,38.86742815033162,38.905804340001225,0.6751072817691648,1994,-1.416248746,-1.622793175,1.8797814985157864
152,152,ana_211_45_15_5.root,211,45,15,3,5,198,224.15985755860183,0.5085535474298426,198,-1.42337629,0.4895785967801692,198,38.83432142820596,0.2745602130529737,198,-1.42337629,0.4895785967801692,2158,224.19416126042634,223.93184317776308,1.6789881173136494,2158,-1.388631449,-1.642068549,1.7357990953645088,2791,38.837298459333574,38.91401523113328,0.8774124135881053,2157,-1.385968166,-1.642066736,1.7358304237507902
150,150,ana_211_45_15_6.root,211,45,15,3,6,197,224.14452536552662,0.5002561687896653,197,-1.450874147,0.48189632006790123,195,38.88780316588042,0.27991040957996305,197,-1.450874147,0.48189632,2286,224.10288713910765,223.95865374606697,1.7660377408829766,2286,-1.482939633,-1.622413438,1.7652873750269549,2862,38.88008385744235,38.89450548780726,0.7504523516740695,2272,-1.441138498,-1.63504742,1.686916222210161
149,149,ana_211_45_15_7.root,211,45,15,3,7,201,224.13635911485446,0.5591498697550121,201,-1.45243558,0.5370982903475577,200,38.80217774939072,0.27895927177357405,201,-1.45243558,0.5370982903475577,2232,224.1750896057348,223.91870907107992,1.7350159446526578,2232,-1.408124253,-1.677624306,1.6791819675013036,2912,38.86449175824176,38.937863572354466,0.7748296648117668,2229,-1.406340661,-1.677619531,1.6791663148181566
147,147,ana_211_45_20_0.root,211,45,20,3.5,0,193,224.15667165398196,0.6113693097145695,193,-1.425805953,0.607397681,192,38.918753698652225,0.4745361232881805,193,-1.425805953,0.607397681,1853,224.21386940097142,224.05910341655994,1.8602110314968734,1853,-1.371577622,-1.519805337,1.858607738453458,2106,38.87027540360874,38.952186312347195,0.5205802933502629,1852,-1.367890569,-1.520558888,1.852322222005271
145,145,ana_211_45_20_1.root,211,45,20,3.5,1,197,224.1985954370516,0.581404775,197,-1.382562976,0.584819954,197,39.00791298105401,0.3470418164640118,197,-1.382562976,0.584819954,1941,224.2316847,224.06514324795708,1.9539151072967564,1941,-1.352876524,-1.518089706,1.9590602331183127,2579,39.02493214424196,38.908283809398036,0.4951053404631619,1935,-1.331162791,-1.518198737,1.9594291784857791
141,141,ana_211_45_20_2.root,211,45,20,3.5,2,192,224.25082254251166,0.6952047329423103,192,-1.344606069,0.6930952997497254,191,39.01452258441702,0.2803396923783395,192,-1.344606069,0.6930952992963246,1781,224.2603593486805,224.03592093472753,1.9036832070902023,1781,-1.323039491,-1.557265637,1.827228780516296,2684,39.01907600596125,38.90459797050318,0.5217083889699226,1779,-1.31508338,-1.557322886,1.8273877564705634
148,148,ana_211_45_20_3.root,211,45,20,3.5,3,192,224.21146783852387,0.6331769973298975,192,-1.369448763,0.6191892370761507,192,39.037355764011885,0.3523430594780552,192,-1.369448763,0.6191892370184474,1779,224.21793142214727,224.01740209943526,1.8732545539087897,1779,-1.364624321,-1.562527996,1.87293247,2475,39.04230303030303,38.88634632493272,0.530683019,1779,-1.364624321,-1.56272166,1.87293247
146,146,ana_211_45_20_4.root,211,45,20,3.5,4,196,224.07386925937237,0.5515250110720525,196,-1.492142349,0.558050703,196,39.01533201935753,0.4893314723802394,196,-1.492142349,0.5580507031949078,1908,224.1284067085954,223.9517948322436,1.8634295644654422,1908,-1.456533892,-1.633772468,1.868248258315262,2187,38.93667123914038,38.95804320165401,0.5994226728146848,1904,-1.443417367,-1.636730767,1.8480668711039303
143,143,ana_211_45_20_5.root,211,45,20,3.5,5,199,224.14278802092477,0.5303928179079077,199,-1.453311604,0.5260533892676278,199,39.071672842562165,0.387895562,199,-1.453311604,0.5260533892676278,2008,224.16444223107572,223.97418985623435,1.8485645327977493,2008,-1.420783533,-1.611288577,1.857733821214918,2547,39.054063604240284,38.89151536691671,0.5356849809573447,2005,-1.418952618,-1.614150304,1.8386412725867871
142,142,ana_211_45_20_6.root,211,45,20,3.5,6,195,224.21398964031079,0.6466527010469029,195,-1.369062256,0.6261733889575104,196,39.05058431783041,0.3394032944060078,195,-1.369062256,0.6261733886386788,1778,224.21023622047247,223.9555282374555,1.8692577915061706,1778,-1.37240345,-1.624860254,1.8657071654749802,2691,39.02315124489037,38.920682860646316,0.5864302034603547,1777,-1.368336147,-1.626486739,1.858334928198677
139,139,ana_211_45_20_7.root,211,45,20,3.5,7,194,224.1563733785226,0.5351751545510431,194,-1.414998491,0.5418185015033786,194,38.97923816,0.3481642194061422,194,-1.414998491,0.5418185015033786,1872,224.1698717948718,223.94905945181608,1.9003512614662639,1872,-1.414316239,-1.642787622,1.851578599728938,2457,39.01371591371591,38.89039925548237,0.5353006704955597,1864,-1.392846924,-1.642776098,1.8515292151417624
108,108,ana_211_55_5_0.root,211,55,5,2,0,198,224.09154650060432,0.484438498,198,-1.499875478,0.46527848555275186,197,39.040119938272944,0.47250710752617486,198,-1.499875478,0.46527848555275186,2858,224.27214835549333,223.91840760928375,1.7847484190792426,2858,-1.318357826,-1.668326368,1.8050587018801316,2685,39.13843575418995,39.008266400095984,1.5783710866358664,2858,-1.318357826,-1.668421216,1.8053311633366438
107,107,ana_211_55_5_1.root,211,55,5,2,1,200,224.03858463098655,0.5349754357168888,200,-1.556356462,0.524868137,199,39.00309947619282,0.563372739,200,-1.556356462,0.524868137,2680,224.1932089552239,223.7804074678196,1.788379682523748,2680,-1.39840796,-1.826412038,1.7051385689499443,3220,39.13596273291925,39.00139404083557,2.5334055980865013,2678,-1.392481952,-1.826468059,1.7053097329414233
105,105,ana_211_55_5_2.root,211,55,5,2,2,202,224.11227629305338,0.5221457472348198,202,-1.490552182,0.4940771447928336,199,39.168076284426625,0.6137197901266098,202,-1.490552182,0.4940771447928336,3108,224.25598455598455,223.9437829866602,1.9288945646533284,3108,-1.337666238,-1.650129445,1.928426919534881,3423,39.19436167104878,39.11663463111076,3.0150281045703555,3090,-1.296742179,-1.650075383,1.928202768594755
101,101,ana_211_55_5_3.root,211,55,5,2,3,201,224.08906496275466,0.3648907317601443,201,-1.498239487,0.3908523278829923,202,39.024449793567165,0.544498023,201,-1.498239487,0.3908523276989197,2800,224.12721428571427,223.85699251392634,1.8259105477005322,2800,-1.464333333,-1.761599185,1.667028001874216,3252,39.025276752767525,38.91715772391685,2.730010569557422,2779,-1.421302627,-1.761595496,1.6669829376439582
106,106,ana_211_55_5_4.root,211,55,5,2,4,200,224.15284056426268,0.4328350332569502,200,-1.435143077,0.42897848738690386,199,39.02063329439953,0.4427862699581555,200,-1.435143077,0.428978487,2902,224.28766368022056,223.9679511317973,1.8363346517497532,2902,-1.301217551,-1.621351721,1.8229227193325916,2705,39.08780036968577,38.965831218405995,1.4748109143754848,2889,-1.268143533,-1.621394176,1.8230072724078126
104,104,ana_211_55_5_5.root,211,55,5,2,5,202,224.01938469073932,0.43395244492910745,202,-1.587071454,0.4258018927724916,200,39.08738881898927,0.6115737355394832,202,-1.587071454,0.42580189293906573,2802,224.09714489650247,223.7742935,1.7405977546732758,2802,-1.492933619,-1.810261615,1.748467585016777,3175,39.17766929133858,39.01102328715025,2.4483703933386542,2770,-1.412563177,-1.810037497,1.747660291
102,102,ana_211_55_5_6.root,211,55,5,2,6,202,224.1156771571455,0.5086884474930292,202,-1.472540616,0.5025628304194583,199,39.051924972607104,0.6195522599929192,202,-1.472540616,0.5025628303222391,2813,224.2217916814789,223.93528036210358,1.8813627174246386,2813,-1.370754829,-1.654381749,1.9159175559253085,3389,39.23868397757451,39.03230973105832,2.992364681807585,2795,-1.3290161,-1.654064714,1.9150617621099149
99,99,ana_211_55_5_7.root,211,55,5,2,7,202,224.02917487238727,0.47073491861452443,202,-1.569705937,0.4470448216463259,201,39.07346679301667,0.4932942317441237,202,-1.569705937,0.4470448216463259,2793,224.24414607948444,223.89535348037953,1.8736551522879574,2793,-1.347440029,-1.709067106,1.8035269449671085,3360,39.064821428571435,38.94809977565033,2.6905858225850205,2788,-1.334624582,-1.709133949,1.8037000116385935
134,134,ana_211_55_10_0.root,211,55,10,2.5,0,200,224.09194181883058,0.4483766976199007,200,-1.505025406,0.4627965177795172,200,38.92873138515511,0.24924783066100548,200,-1.505025406,0.4627965177795172,2487,224.14036992360278,223.8948569991936,1.661274775599853,2487,-1.451735692,-1.699143291,1.6627135811793505,2875,38.92747826086957,38.93117817356798,0.7845251533964037,2487,-1.451735692,-1.699173452,1.6627135811793505
129,129,ana_211_55_10_1.root,211,55,10,2.5,1,200,224.11300444271674,0.48246404079433775,200,-1.479049965,0.4928615782408294,200,38.94611895846312,0.27672651327227354,200,-1.479049965,0.4928615782879675,2262,224.1243147656941,223.91714581253416,1.6699961466792161,2262,-1.467138226,-1.672241316,1.6686836524016613,2813,38.96733025239958,38.93452445586442,0.6548356038824195,2262,-1.467138226,-1.672269478,1.668683652401661
128,128,ana_211_55_10_2.root,211,55,10,2.5,2,201,224.0716480510753,0.5975884475744478,201,-1.522619011,0.5941690045934997,201,39.00257280942728,0.23794860459023004,201,-1.522619011,0.5941690045934997,1842,224.0500542888165,223.82769094677406,1.7281508028265022,1842,-1.541150923,-1.765705605,1.7017622941484087,3134,39.031078493937464,38.897037392329004,0.6351959861090386,1833,-1.50809238,-1.765650761,1.701569096805288
125,125,ana_211_55_10_3.root,211,55,10,2.5,3,201,224.21050973114393,0.5295583692792024,201,-1.372678386,0.5386640331786032,201,38.916229539450974,0.22284062284989628,201,-1.372678386,0.538664033,2197,224.22189349112426,224.05053691713735,1.6882195002589515,2197,-1.367774238,-1.536319362,1.6849080010919473,2797,38.90850911691098,38.92145466,0.500333323,2194,-1.358492859,-1.538784289,1.6668559714352729
124,124,ana_211_55_10_4.root,211,55,10,2.5,4,200,224.07496724994965,0.44475640787727244,200,-1.524197675,0.4383042192797095,200,38.915830925593276,0.2319595272949887,200,-1.524197675,0.4383042192797095,2453,224.09103139013456,223.86321332886914,1.6578061728712177,2453,-1.500991983,-1.72577937,1.6966348831947484,2785,38.929658886894074,38.94044902198518,0.7758175964131023,2452,-1.497824905,-1.727091358,1.6897157657474289
131,131,ana_211_55_10_5.root,211,55,10,2.5,5,201,224.01795087573603,0.47518275918862957,201,-1.563898982,0.47339894604507016,201,38.92631583537318,0.26575851513033827,201,-1.563898982,0.47339894595733856,2235,224.1178076,223.89122863631064,1.6529084127008802,2235,-1.474272931,-1.694622944,1.675491137951787,2814,38.91975835110164,38.94212577,0.6746082312528435,2231,-1.463349768,-1.694585968,1.6753765383624106
130,130,ana_211_55_10_6.root,211,55,10,2.5,6,202,223.9609705495152,0.6144789009413753,202,-1.641481485,0.6058132348378611,202,38.98811263905031,0.24875724420425735,202,-1.641481486,0.6058132356121917,1725,224.0000579710145,223.76515763915265,1.5890657246935884,1725,-1.595555556,-1.838917957,1.555583896902905,3071,39.00100944317812,38.89050336064901,0.6448370035093186,1722,-1.58343012,-1.838917785,1.5555697842834522
127,127,ana_211_55_10_7.root,211,55,10,2.5,7,202,224.09726088213063,0.48212027220058407,202,-1.503675142,0.4712237925832563,202,38.88627333917742,0.22849978833227977,202,-1.503675142,0.4712237925832563,2315,224.11053995680348,223.9336189499113,1.7417529247052543,2315,-1.481036717,-1.663924078,1.714363147380418,2874,38.866109951287406,38.89581728,0.5654765175486524,2310,-1.466608947,-1.663912937,1.714311301380789
122,122,ana_211_55_15_0.root,211,55,15,3,0,201,224.225609,0.5551266214633783,201,-1.374436915,0.5678886373973746,200,38.864790066210446,0.30604530060048984,201,-1.374436915,0.5678886373973746,2048,224.1758789,224.01754834353497,1.897671709947241,2048,-1.41484375,-1.572558693,1.8975921695954185,2591,38.91327672713239,38.93597488008598,0.6596349211960771,2037,-1.376239568,-1.582652798,1.8273014823064258
121,121,ana_211_55_15_1.root,211,55,15,3,1,201,224.1762167628303,0.5864852912289895,201,-1.410554727,0.551070828,200,38.89570775743674,0.27813100939676855,201,-1.410554727,0.551070828,2239,224.11393479231802,223.8954358254449,1.7410806721505356,2239,-1.478130118,-1.698113438,1.7022962252320324,2892,38.91320885200553,38.93772566812508,0.8319239976393898,2238,-1.475007447,-1.698146653,1.7023889669788526
126,126,ana_211_55_15_2.root,211,55,15,3,2,201,224.1178338083996,0.4246291527115318,201,-1.47857645,0.43522261378669197,201,38.944899555161854,0.3202918041062398,201,-1.47857645,0.43522261378669197,2322,224.1646856158484,223.92455321252044,1.742212460556842,2322,-1.42606948,-1.670047234,1.7360683253467646,2912,38.88798076923077,38.96957340429328,0.7605470527105308,2316,-1.408635579,-1.66999878,1.7359209417867245
123,123,ana_211_55_15_3.root,211,55,15,3,3,200,224.17078141224547,0.49734546278347275,200,-1.425624593,0.49865531176272443,200,38.91433502595284,0.2559626100576529,200,-1.425624593,0.49865531176272443,2233,224.20604567845947,223.99234050294567,1.8516287925419646,2233,-1.387042842,-1.6028182,1.8516274387797858,2935,38.91771720613288,38.97768001025367,0.7492589058812765,2231,-1.381234125,-1.602892226,1.8519320809717144
